mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900736,Yerram Venkata Subba Reddy,Elected,03-04-2024,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,65,7,0,101,0.744186047, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,13.38409091,N/A,89.44090909,0.779348793,Rajya Sabha
900185,Jaya Bachchan,Elected,03-04-2024,In Office,Fifth Term,N/A,Uttar Pradesh,Samajwadi Party,Female,Graduate,"S.S.C., Graduation Educated at St. Joseph's Convent School, Bhopal and Film & Television Institute of India, Pune",77,327,0,451,0.832964602, Data corresponds to the period from 01-06-2009 to 21-08-2025.,243.4381254,3.364592602,745.5023715,0.798894513,216.2695348,1.65350919,672.6051986,0.84305552,Rajya Sabha
900146,G.C. Chandrashekar,Elected,03-04-2024,In Office,Second Term,N/A,Karnataka,Indian National Congress,Male,Post Graduate,"M.A. (Public Administration) Educated at Periyar University, Salem",62,79,0,577,0.838790932, Data corresponds to the period from 01-06-2009 to 21-08-2025.,156.7442963,1.709645478,334.4733304,0.798894513,84.39393939,0.745454545,416.5090909,0.732425211,Rajya Sabha
900678,Darshana Singh,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate,"M.A. Educated at Purvanchal Vishwavidyalaya, Jaunpur, Uttar Pradesh",51,51,0,151,0.972826087, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,42.26477833,0.383004926,146.8903941,0.84305552,Rajya Sabha
900759,Dhairyashil Mohan Patil,Elected,04-09-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information not available,54,6,0,101,0.939393939, Data corresponds to the period from 01-06-2009 to 21-08-2025.,22.36919798,0.21875,63.56296969,0.798894513,27.27777778,0.333333333,80.27777778,0.780735151,Rajya Sabha
900070,Ayodhya Rami Reddy Alla,Elected,22-06-2020,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"M.E. (Master of Engineering) Educated at College of Engineering, Osmania University Campus, Hyderabad, Telangana",62,58,0,348,0.921146953, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,66.20227273,1.181818182,346.8954545,0.779348793,Rajya Sabha
900366,Phulo Devi Netam,Elected,10-04-2020,In Office,First Term,N/A,Chhattisgarh,Indian National Congress,Female,Inter/ Higher Secondary,"12th Standard Educated at Jagdalpur, Chhattisgarh",53,210,0,432,0.874551971, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,86.4,0.8,309.2,0.872623273,Rajya Sabha
900317,N.R. Elango,Elected,03-04-2020,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Graduate,"B.L. Educated at Government Law College, Trichy",59,74,0,75,0.58781362, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,183.9261438,1.444444444,225.1431373,0.732548909,Rajya Sabha
900731,Anil Kumar Yadav Mandadi,Elected,03-04-2024,In Office,First Term,N/A,Telangana,Indian National Congress,Male,Professional Graduate,"B.Com., LL.B. Educated at Osmania University",42,69,0,135,0.976744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,22.54761905,N/A,56.66666667,0.721665766,Rajya Sabha
900652,Ryaga Krishnaiah,Elected,16-12-2024,In Office,Second Term,N/A,Andhra Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B. Com., LL.B., M.A., LL.M., M.Phil. Educated at P.G College of Law and Osmania University, Hyderabad",70,15,0,207,0.847058824, Data corresponds to the period from 01-06-2009 to 21-08-2025.,77.91228908,0.947338595,142.7955697,0.798894513,35.87272727,0.727272727,191.0090909,0.779348793,Rajya Sabha
900648,Ravichandra Vaddiraju,Elected,03-04-2024,In Office,Second Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Inter/ Higher Secondary,Intermediate,61,45,0,90,0.777173913, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,26.83333333,0.428571429,108.0952381,0.721665766,Rajya Sabha
900254,M. Thambidurai,Elected,03-04-2020,In Office,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.A., M.Phil., M.Litt., Ph.D. (Economics) Educated at Madras Christian College, Madras University, Chennai, Tamil Nadu",78,159,0,190,0.870967742, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,183.9261438,1.444444444,225.1431373,0.732548909,Rajya Sabha
900537,Sumer Singh Solanki,Elected,22-06-2020,In Office,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A. (History), Ph.D. Educated at Devi Ahilya Vishwavidyalaya, Indore, Madhya Pradesh",53,87,0,265,0.996415771, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,81.56111111,0.45,208.6444444,0.856294567,Rajya Sabha
900677,Balbir Singh,Elected,05-07-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Information not available,Information not available,63,96,0,205,0.75, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,45.4047619,1.857142857,227,0.767618317,Rajya Sabha
900617,Seema Dwivedi,Elected,26-11-2020,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate,"M.A. Educated at T.D. College, Jaunpur, Uttar Pradeshavailable",53,64,0,73,0.843866171, Data corresponds to the period from 01-06-2009 to 21-08-2025.,114.849507,1.189449349,229.8640345,0.798894513,68.22684729,0.417487685,225.3110837,0.84305552,Rajya Sabha
900711,Narayanasa K. Bhandage,Elected,03-04-2024,In Office,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at B.V.V.S. College, Bagalkot, Karnataka",73,1,0,11,0.930232558, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,9.272727273,0.363636364,93.36363636,0.732425211,Rajya Sabha
900738,Debashish Samantaray,Elected,04-04-2024,In Office,First Term,N/A,Odisha,Biju Janata Dal,Male,Information not available,Information not available,65,23,0,92,0.627906977, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,120.5111111,0.3,95.14444444,0.784052122,Rajya Sabha
900634,Pabitra Margherita,Elected,01-04-2022,In Office,First Term,N/A,Assam,Bharatiya Janata Party,Male,Diploma Course,Diploma in Textile Technology Educated at Assam Textile Institute,50,45,0,80,1,"This MP is appointed a minister from June 9, 2024. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Participation and attendance details for this MP are thus available only till June 8, 2024. Data corresponds to the period from 01-06-2009 to 21-08-2025.",43.98593363,0.716225324,83.67156559,0.798894513,22.73015873,N/A,38.41269841,0.869753516,Rajya Sabha
900761,Manan Kumar Mishra,Elected,28-08-2024,In Office,First Term,N/A,Bihar,Bharatiya Janata Party,Male,Information not available,Information not available,68,2,0,20,0.909090909, Data corresponds to the period from 01-06-2009 to 21-08-2025.,22.36919798,0.21875,63.56296969,0.798894513,14.46153846,0.384615385,45.38461538,0.82334322,Rajya Sabha
900728,Medha Vishram Kulkarni,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Female,Information not available,Information not available,55,15,0,273,0.76744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,50.65277778,0.333333333,97.15277778,0.780735151,Rajya Sabha
900147,G.K. Vasan,Elected,03-04-2020,In Office,Third Term,N/A,Tamil Nadu,Tamil Maanila Congress (Moopanar),Male,Graduate,"B.A. (Corporate Secretaryship) Educated at The New College, Madras University, Chennai",60,96,0,7,0.770609319,"This MP was a minister till May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are available from Jun 2014. Data corresponds to the period from 01-06-2009 to 21-08-2025.",158.9914176,2.157500595,521.6529489,0.798894513,235.3440359,2.140522876,552.7861111,0.732548909,Rajya Sabha
900702,Babubhai Jesangbhai Desai,Elected,19-08-2023,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,"SSC Educated at Maharana P.J. High School, Jangral, Distt. Patan, Gujarat",68,29,0,176,0.973451327, Data corresponds to the period from 01-06-2009 to 21-08-2025.,59.91749157,0.68377943,95.3718457,0.798894513,30.52777778,0.222222222,145.25,0.849676415,Rajya Sabha
900669,Mithlesh Kumar,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. Educated at Bareli College, Uttar Pradesh",60,31,0,219,0.934782609, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,42.26477833,0.383004926,146.8903941,0.84305552,Rajya Sabha
900377,Praful Manoharbhai Patel,Elected,03-04-2024,In Office,Sixth Term,N/A,Maharashtra,Nationalist Congress Party,Male,Graduate,"B.Com.; Educated at University of Bombay, Mumbai, Maharashtra",68,80,0,4,0.723684211, Data corresponds to the period from 01-06-2009 to 21-08-2025.,217.5889203,2.690414377,562.1426622,0.798894513,247.8028622,6.619654528,744.7023881,0.780735151,Rajya Sabha
900614,Narayana Koragappa,Elected,26-11-2020,In Office,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Graduate,Graduate Educated at Mysore Open University,73,13,0,374,0.925650558, Data corresponds to the period from 01-06-2009 to 21-08-2025.,114.849507,1.189449349,229.8640345,0.798894513,46.07575758,0.463636364,267.3727273,0.732425211,Rajya Sabha
900704,Nagendra Ray,Elected,19-08-2023,In Office,First Term,N/A,West Bengal,Bharatiya Janata Party,Male,Information not available,Pre-matriculate,66,15,0,1,0.938053097, Data corresponds to the period from 01-06-2009 to 21-08-2025.,59.91749157,0.68377943,95.3718457,0.798894513,74.43333333,0.6875,67.87083333,0.713256803,Rajya Sabha
900337,Narhari Amin,Elected,22-06-2020,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,"B.Com., LL.B. Educated at Gujarat University, Ahmedabad",70,12,0,468,0.885304659, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,64.27777778,0.222222222,273.125,0.849676415,Rajya Sabha
900134,Digvijaya Singh,Elected,22-06-2020,In Office,Second Term,N/A,Madhya Pradesh,Indian National Congress,Male,Professional Graduate,"B.E., (Mechanical); Educated at Daly College and G.S.T.I., Indore",78,184,0,482,0.75074184, Data corresponds to the period from 01-06-2009 to 21-08-2025.,217.7844759,2.690414377,562.1426622,0.798894513,175.715873,1.227777778,587.8297619,0.856294567,Rajya Sabha
900311,Muzibulla Khan,Elected,03-04-2020,In Office,First Term,N/A,Odisha,Biju Janata Dal,Male,Information not available,Information not available,62,92,0,188,0.781362007, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,494.6666667,3.522222222,334.2555556,0.784052122,Rajya Sabha
900665,Laxmikant Bajpayee,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc., B.A.M.S. Educated at Meerut University, Kanpur University and Rishikul Rajakiya Ayurvedic College, Haridwar, Uttarakhand",74,43,0,149,0.989130435, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,42.26477833,0.383004926,146.8903941,0.84305552,Rajya Sabha
900659,S. Kalyanasundaram,Elected,30-06-2022,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Inter/ Higher Secondary,"S.S.L.C (dropout) Educated at Little Flower Higher Secondary School, Kumbakonam, Tamil Nadu",85,2,0,108,0.663043478, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,134.5196078,1.111111111,158.6372549,0.732548909,Rajya Sabha
900413,Rajendra Gehlot,Elected,22-06-2020,In Office,First Term,N/A,Rajasthan,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Senior Higher Secondary, Educated at Ajmer, Rajasthan",74,3,0,262,0.949820789, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,53.04166667,0.222222222,285.55,0.836577527,Rajya Sabha
900714,Subhash Chander,Elected,03-04-2024,In Office,First Term,N/A,Haryana,Bharatiya Janata Party,Male,Post Graduate,"Diploma in Engineering, Bachelor of Technology (Civil); M.A. (Political Science), Kurukshetra University Currently pursuing Ph.D. (Public Administration) at Kurukshetra University, Haryana",57,18,0,121,0.976744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,30.4,0.2,125.5,0.881263893,Rajya Sabha
900611,Brijlal,Elected,26-11-2020,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B.Sc., M.Sc.( Maths) Educated at Allahabad University, Allahabad (Uttar Pradesh)",70,138,0,538,0.988847584, Data corresponds to the period from 01-06-2009 to 21-08-2025.,114.849507,1.189449349,229.8640345,0.798894513,68.22684729,0.417487685,225.3110837,0.84305552,Rajya Sabha
900028,Akhilesh Prasad Singh,Elected,03-04-2024,In Office,Second Term,N/A,Bihar,Indian National Congress,Male,Doctorate,"M.A. (Eng.), M.Sc., Ph.D. Educated at Patna University, Patna",63,34,0,348,0.884520885, Data corresponds to the period from 01-06-2009 to 21-08-2025.,156.7442963,1.709645478,334.4733304,0.798894513,114.071645,1.617599068,206.4884449,0.82334322,Rajya Sabha
900710,Golla Baburao,Elected,03-04-2024,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"B.Com., M.A., LL.B. Educated at C.R. Reddy College, Eluru, Jabalpur University, Madhya Pradesh and Osmania University, Hyderabad, Telangana",71,21,0,104,0.930232558, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,13.38409091,N/A,89.44090909,0.779348793,Rajya Sabha
900653,B. Parthasaradhi Reddy,Elected,22-06-2022,In Office,First Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Doctorate,"M.Sc. (Organic Chemistry), Ph.D. (Synthetic Organic Chemistry) Educated at SBS college, Sathupalli, SR & BGNR College, Khammam, Telangana and Osmania University, Hyderabad",71,5,0,98,0.657608696, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,26.83333333,0.428571429,108.0952381,0.721665766,Rajya Sabha
900603,Wanweiroy Kharlukhi,Elected,22-06-2020,In Office,First Term,N/A,Meghalaya,National Peoples Party,Male,Doctorate,"B.A., M.A., M. Phil., D.Phil. Educated at St. Anthony’s College, Shillong and North-Eastern Hill University, Shillong",68,4,0,7,0.666666667, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,4,N/A,7,0.808042294,Rajya Sabha
900381,Pramod Tiwari,Elected,05-07-2022,In Office,Second Term,N/A,Rajasthan,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B.",74,205,0,461,0.909090909, Data corresponds to the period from 01-06-2009 to 21-08-2025.,143.8720495,1.928107494,395.6906744,0.798894513,113.0197358,0.6390681,386.6162562,0.839816523,Rajya Sabha
900684,Manas Ranjan Mangaraj,Elected,02-07-2022,In Office,First Term,N/A,Odisha,Biju Janata Dal,Male,Post Graduate,"M.Sc. (Botany) Educated at Berhampur University, Odisha",54,17,0,141,0.913043478, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,294.2888889,2.3,209.8111111,0.784052122,Rajya Sabha
900325,Narain Dass Gupta,Elected,31-01-2024,In Office,Second Term,N/A,Delhi,Aam Aadmi Party,Male,Graduate,"B.Com. (Hons.), Chartered Accountant Educated at Shri Ram College of Commerce, University of Delhi, Delhi and The Institute of Chartered Accountants of India, Delhi",79,72,0,399,0.92147806, Data corresponds to the period from 01-06-2009 to 21-08-2025.,206.0714524,2.134437777,438.5876128,0.798894513,163.5,1.666666667,553.6666667,0.912327088,Rajya Sabha
900645,Sandeep Kumar Pathak,Elected,10-04-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Doctorate,"B.Sc., M.Sc., P.G. Diploma, Ph.D. Educated at Guru Ghasidas University (GGU), Bilaspur, Chhattisgarh, CIPET, Hyderabad, Andhra Pradesh and University of Cambridge, Cambridge, U.K.",45,20,0,178,0.744565217, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,45.4047619,1.857142857,227,0.767618317,Rajya Sabha
900661,C. Ve. Shanmugam,Elected,30-06-2022,In Office,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.L. Educated at Law College, Madurai, Tamil Nadu",60,2,0,178,0.407608696, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,134.5196078,1.111111111,158.6372549,0.732548909,Rajya Sabha
900765,Sana Sathish Babu,Elected,16-12-2024,In Office,First Term,N/A,Andhra Pradesh,Telugu Desam Party,Male,Information not available,Information not available,53,3,0,35,0.903846154, Data corresponds to the period from 01-06-2009 to 21-08-2025.,18.48791945,0.21875,50.37575508,0.798894513,9.418181818,N/A,57.82727273,0.779348793,Rajya Sabha
900650,Niranjan Bishi,Elected,07-06-2022,In Office,First Term,N/A,Odisha,Biju Janata Dal,Male,Post Graduate,"B.A., LL.B., Post Graduate Diploma in Industrial Relation and Personnel Management Educated at Sambalpur University, Odisha",56,413,0,310,0.967391304, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,294.2888889,2.3,209.8111111,0.784052122,Rajya Sabha
900681,Mukul Balkrishna Wasnik,Elected,05-07-2022,In Office,First Term,N/A,Rajasthan,Indian National Congress,Male,Post Graduate,"M.A., M.B.A. Educated at St. Francis De'Sales High School, Nagpur, Hislop College and Department of Business Management",65,10,0,172,0.940217391, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,32.85277778,0.111111111,172.7166667,0.836577527,Rajya Sabha
900688,P. T. Usha,Nominated,07-07-2022,In Office,First Term,N/A,N/A,Nominated,Female,Inter/ Higher Secondary,"Pre-degree Educated at Providence Women’s College, Calicut, Kerala",61,8,0,61,0.840659341, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900719,Chunnilal Garasiya,Elected,04-04-2024,In Office,First Term,N/A,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,"M.A. Educated at Calorx Teachers’ University, Gujarat",71,29,0,39,0.976744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,23.2,N/A,84.96666667,0.836577527,Rajya Sabha
900713,Samik Bhattacharya,Elected,03-04-2024,In Office,First Term,N/A,West Bengal,Bharatiya Janata Party,Male,Graduate,"Bachelor of Arts (Pass) Educated at Surendranath College, University of Calcutta, Kolkata, West Bengal",61,38,0,130,0.988372093, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,48.55833333,0.4375,56.30833333,0.713256803,Rajya Sabha
900649,Masthan Rao Beeda,Elected,16-12-2024,In Office,Second Term,N/A,Andhra Pradesh,Telugu Desam Party,Male,Professional Post Graduate,"B.Com., C.A. Educated at Sri Venkateswara University, Nellore and Institute of Charted Accountants of India, Madras",67,29,0,252,0.747058824, Data corresponds to the period from 01-06-2009 to 21-08-2025.,77.91228908,0.947338595,142.7955697,0.798894513,35.87272727,0.727272727,191.0090909,0.779348793,Rajya Sabha
900753,Sunetra Ajit Pawar,Elected,21-06-2024,In Office,First Term,N/A,Maharashtra,Nationalist Congress Party,Male,Information not available,Information not available,61,2,0,111,0.76744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,50.65277778,0.333333333,97.15277778,0.780735151,Rajya Sabha
900740,Bhim Singh,Elected,03-04-2024,In Office,First Term,N/A,Bihar,Bharatiya Janata Party,Male,Information not available,Information not available,62,37,0,147,0.837209302, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,24.00699301,0.657342657,54.11188811,0.82334322,Rajya Sabha
900701,Samirul Islam,Elected,19-08-2023,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Post Graduate,"B.Sc., M.Sc. (Chemistry) Educated at Maharaja Manindra Chandra College, Kolkata and IIT, Delhi",38,27,0,45,0.769911504, Data corresponds to the period from 01-06-2009 to 21-08-2025.,59.91749157,0.68377943,95.3718457,0.798894513,74.43333333,0.6875,67.87083333,0.713256803,Rajya Sabha
900708,Sudha Murty,Nominated,14-03-2024,In Office,First Term,N/A,N/A,Nominated,Female,Post Graduate,"Masters in Electrical Engineering Educated at B.V.B. College of Engineering, Hubli, Indian Institute of Science, Bangalore, Karnataka",75,12,0,8,0.930232558, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900646,Harbhajan Singh,Elected,10-04-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Inter/ Higher Secondary,Higher Secondary,45,2,0,168,0.317241379, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,45.4047619,1.857142857,227,0.767618317,Rajya Sabha
900773,M. Dhanapal,Elected,25-07-2025,In Office,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,Information not available,Info Not Available,0,N/A,0,0.764705882, Data corresponds to the period from 01-06-2009 to 21-08-2025.,1.350877193,N/A,17.02192982,0.798894513,0.777777778,N/A,9.277777778,0.732548909,Rajya Sabha
900715,Ashokrao Shankarrao Chavan,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"B.Sc., M.B.A. Educated at Bombay University, Mumbai and J.D.C. Bytco Institute of Management Studies and Research, Nashik, Maharashtra",66,4,0,148,0.558139535, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,50.65277778,0.333333333,97.15277778,0.780735151,Rajya Sabha
900612,Geeta alias Chandraprabha,Elected,26-11-2020,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate,"B.A., M.A. Educated at Kanpur University, Bharthana, Uttar Pradesh",55,83,0,341,0.936802974, Data corresponds to the period from 01-06-2009 to 21-08-2025.,114.849507,1.189449349,229.8640345,0.798894513,68.22684729,0.417487685,225.3110837,0.84305552,Rajya Sabha
900734,Mayankbhai Jaydevbhai Nayak,Elected,03-04-2024,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,Information not available,53,40,0,158,1, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,22.77777778,0.222222222,123,0.849676415,Rajya Sabha
900722,Dharmshila Gupta,Elected,03-04-2024,In Office,First Term,N/A,Bihar,Bharatiya Janata Party,Female,Post Graduate,"M.Sc.(Botany), B.Ed.,Ph.D. Educated at Lalit Narayan Mithila University",55,28,0,39,0.860465116, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,24.00699301,0.657342657,54.11188811,0.82334322,Rajya Sabha
900732,Amarpal Maurya,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,M.A. in Yoga Educated at Jain Vishwabharti Institute (Deemed University),44,35,0,56,0.976744186, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,22.42857143,0.107142857,74.53571429,0.84305552,Rajya Sabha
900754,P. P. Suneer,Elected,02-07-2024,In Office,First Term,N/A,Kerala,Communist Party of India,Male,Information not available,Information not available,57,64,0,35,0.857142857, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.74965488,0.30286215,76.79479366,0.798894513,199.8888889,2.333333333,106.4444444,0.795412107,Rajya Sabha
900692,Aditya Prasad,Elected,08-07-2022,In Office,First Term,N/A,Jharkhand,Bharatiya Janata Party,Male,Post Graduate,"M.Com. Educated at Ranchi University, Ranchi, Jharkhand",61,26,0,209,0.956521739, Data corresponds to the period from 01-06-2009 to 21-08-2025.,81.79356762,0.947338595,155.9827843,0.798894513,67.8,0.2,135.2,0.782184176,Rajya Sabha
900476,Sanjay Raut,Elected,05-07-2022,In Office,Fourth Term,N/A,Maharashtra,Shiv Sena,Male,Graduate,"B. Com. Educated at Mumbai University, Mumbai",63,153,0,1859,0.692233941, Data corresponds to the period from 01-06-2009 to 21-08-2025.,256.8558784,3.658465622,846.3917858,0.798894513,295.0483804,7.997175537,1215.232185,0.780735151,Rajya Sabha
900717,Govindbhai Laljibhai Dholakia,Elected,03-04-2024,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"6th standard Educated at Lathi Primary School, Lathi, Gujarat",77,12,0,16,0.860465116, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,22.77777778,0.222222222,123,0.849676415,Rajya Sabha
900726,Sanjay Kumar Jha,Elected,03-04-2024,In Office,First Term,N/A,Bihar,Janata Dal (United),Male,Post Graduate,M.A. Educated at Jawaharlal Nehru University,57,21,0,76,0.941860465, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,24.00699301,0.657342657,54.11188811,0.82334322,Rajya Sabha
900725,Naveen Jain,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Dr. Bhim Rao Ambedkar University, Agra",63,4,0,9,0.918604651, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,22.42857143,0.107142857,74.53571429,0.84305552,Rajya Sabha
900703,Kesridevsingh Digvijaysinh Jhala,Elected,19-08-2023,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,Degree in Tourism and Leisure Management,42,30,0,151,0.973451327, Data corresponds to the period from 01-06-2009 to 21-08-2025.,59.91749157,0.68377943,95.3718457,0.798894513,30.52777778,0.222222222,145.25,0.849676415,Rajya Sabha
900205,K. Vanlalvena,Elected,20-07-2020,In Office,First Term,N/A,Mizoram,Mizo National Front,Male,Graduate,"B.Sc. Educated at Pachhunga University College, Aizawl, Mizoram",55,18,0,31,0.974910394, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.9200152,1.189449349,237.4038253,0.798894513,18,N/A,31,0.893212629,Rajya Sabha
